image,run,strategy,moves_taken,completed,first_move,ensemble_agreement_count,ensemble_total_considered,agreement_rate,error
test5,20,expectimax,9.0,True,,,,,
test5,20,softmax,8.0,True,,,,,
test5,20,ensemble,4.0,True,,,,,
test5,20,depth,,,,3.0,4.0,0.75,
test5,20,monte_carlo,,,,4.0,4.0,1.0,
test5,20,mcts,,,,2.0,4.0,0.5,
test5,20,expectimax,,,,4.0,4.0,1.0,
test5,20,softmax,,,,3.0,4.0,0.75,
test6,1,depth,10.0,True,,,,,
test6,1,monte_carlo,17.0,True,,,,,
test6,1,mcts,13.0,True,,,,,
test6,1,expectimax,7.0,True,,,,,
test6,1,softmax,10.0,True,,,,,
test6,1,ensemble,15.0,True,,,,,
test6,1,depth,,,,5.0,15.0,0.3333333333333333,
test6,1,monte_carlo,,,,11.0,15.0,0.7333333333333333,
test6,1,mcts,,,,8.0,15.0,0.5333333333333333,
test6,1,expectimax,,,,13.0,15.0,0.8666666666666667,
test6,1,softmax,,,,8.0,15.0,0.5333333333333333,
test6,2,depth,9.0,True,,,,,
test6,2,monte_carlo,23.0,True,,,,,
test6,2,mcts,14.0,True,,,,,
test6,2,expectimax,14.0,True,,,,,
test6,2,softmax,12.0,True,,,,,
test6,2,ensemble,8.0,True,,,,,
test6,2,depth,,,,5.0,7.0,0.7142857142857143,
test6,2,monte_carlo,,,,7.0,7.0,1.0,
test6,2,mcts,,,,1.0,7.0,0.14285714285714285,
test6,2,expectimax,,,,4.0,7.0,0.5714285714285714,
test6,2,softmax,,,,4.0,7.0,0.5714285714285714,
test6,3,depth,10.0,True,,,,,
test6,3,monte_carlo,5.0,True,,,,,
test6,3,mcts,20.0,True,,,,,
test6,3,expectimax,9.0,True,,,,,
test6,3,softmax,18.0,True,,,,,
test6,3,ensemble,9.0,True,,,,,
test6,3,depth,,,,5.0,6.0,0.8333333333333334,
test6,3,monte_carlo,,,,3.0,6.0,0.5,
test6,3,mcts,,,,3.0,6.0,0.5,
test6,3,expectimax,,,,4.0,6.0,0.6666666666666666,
test6,3,softmax,,,,5.0,6.0,0.8333333333333334,
test6,4,depth,11.0,True,,,,,
test6,4,monte_carlo,25.0,False,,,,,
test6,4,mcts,15.0,True,,,,,
test6,4,expectimax,14.0,True,,,,,
test6,4,softmax,10.0,True,,,,,
test6,4,ensemble,8.0,True,,,,,
test6,4,depth,,,,5.0,7.0,0.7142857142857143,
test6,4,monte_carlo,,,,6.0,7.0,0.8571428571428571,
test6,4,mcts,,,,3.0,7.0,0.42857142857142855,
test6,4,expectimax,,,,5.0,7.0,0.7142857142857143,
test6,4,softmax,,,,6.0,7.0,0.8571428571428571,
test6,5,depth,12.0,True,,,,,
test6,5,monte_carlo,11.0,True,,,,,
test6,5,mcts,15.0,True,,,,,
test6,5,expectimax,12.0,True,,,,,
test6,5,softmax,25.0,False,,,,,
test6,5,ensemble,10.0,True,,,,,
test6,5,depth,,,,3.0,9.0,0.3333333333333333,
test6,5,monte_carlo,,,,8.0,9.0,0.8888888888888888,
test6,5,mcts,,,,2.0,9.0,0.2222222222222222,
test6,5,expectimax,,,,8.0,9.0,0.8888888888888888,
test6,5,softmax,,,,8.0,9.0,0.8888888888888888,
test6,6,depth,13.0,True,,,,,
test6,6,monte_carlo,8.0,True,,,,,
test6,6,mcts,13.0,True,,,,,
test6,6,expectimax,12.0,True,,,,,
test6,6,softmax,8.0,True,,,,,
test6,6,ensemble,8.0,True,,,,,
test6,6,depth,,,,4.0,7.0,0.5714285714285714,
test6,6,monte_carlo,,,,6.0,7.0,0.8571428571428571,
test6,6,mcts,,,,4.0,7.0,0.5714285714285714,
test6,6,expectimax,,,,4.0,7.0,0.5714285714285714,
test6,6,softmax,,,,6.0,7.0,0.8571428571428571,
test6,7,depth,12.0,True,,,,,
test6,7,monte_carlo,12.0,True,,,,,
test6,7,mcts,14.0,True,,,,,
test6,7,expectimax,11.0,True,,,,,
test6,7,softmax,12.0,True,,,,,
test6,7,ensemble,12.0,True,,,,,
test6,7,depth,,,,6.0,9.0,0.6666666666666666,
test6,7,monte_carlo,,,,7.0,9.0,0.7777777777777778,
test6,7,mcts,,,,4.0,9.0,0.4444444444444444,
test6,7,expectimax,,,,6.0,9.0,0.6666666666666666,
test6,7,softmax,,,,8.0,9.0,0.8888888888888888,
test6,8,depth,9.0,True,,,,,
test6,8,monte_carlo,13.0,True,,,,,
test6,8,mcts,15.0,True,,,,,
test6,8,expectimax,9.0,True,,,,,
test6,8,softmax,10.0,True,,,,,
test6,8,ensemble,8.0,True,,,,,
test6,8,depth,,,,5.0,7.0,0.7142857142857143,
test6,8,monte_carlo,,,,5.0,7.0,0.7142857142857143,
test6,8,mcts,,,,4.0,7.0,0.5714285714285714,
test6,8,expectimax,,,,4.0,7.0,0.5714285714285714,
test6,8,softmax,,,,4.0,7.0,0.5714285714285714,
test6,9,depth,20.0,True,,,,,
test6,9,monte_carlo,14.0,True,,,,,
test6,9,mcts,14.0,True,,,,,
test6,9,expectimax,12.0,True,,,,,
test6,9,softmax,19.0,True,,,,,
test6,9,ensemble,9.0,True,,,,,
test6,9,depth,,,,5.0,8.0,0.625,
test6,9,monte_carlo,,,,5.0,8.0,0.625,
test6,9,mcts,,,,2.0,8.0,0.25,
test6,9,expectimax,,,,5.0,8.0,0.625,
test6,9,softmax,,,,6.0,8.0,0.75,
test6,10,depth,14.0,True,,,,,
test6,10,monte_carlo,10.0,True,,,,,
test6,10,mcts,15.0,True,,,,,
test6,10,expectimax,6.0,True,,,,,
test6,10,softmax,14.0,True,,,,,
test6,10,ensemble,9.0,True,,,,,
test6,10,depth,,,,5.0,7.0,0.7142857142857143,
test6,10,monte_carlo,,,,6.0,7.0,0.8571428571428571,
test6,10,mcts,,,,3.0,7.0,0.42857142857142855,
test6,10,expectimax,,,,4.0,7.0,0.5714285714285714,
test6,10,softmax,,,,4.0,7.0,0.5714285714285714,
test6,11,depth,12.0,True,,,,,
test6,11,monte_carlo,18.0,True,,,,,
test6,11,mcts,16.0,True,,,,,
test6,11,expectimax,14.0,True,,,,,
test6,11,softmax,13.0,True,,,,,
test6,11,ensemble,12.0,True,,,,,
test6,11,depth,,,,5.0,8.0,0.625,
test6,11,monte_carlo,,,,6.0,8.0,0.75,
test6,11,mcts,,,,4.0,8.0,0.5,
test6,11,expectimax,,,,5.0,8.0,0.625,
test6,11,softmax,,,,6.0,8.0,0.75,
test6,12,depth,14.0,True,,,,,
test6,12,monte_carlo,17.0,True,,,,,
test6,12,mcts,20.0,True,,,,,
test6,12,expectimax,6.0,True,,,,,
test6,12,softmax,13.0,True,,,,,
test6,12,ensemble,11.0,True,,,,,
test6,12,depth,,,,6.0,8.0,0.75,
test6,12,monte_carlo,,,,7.0,8.0,0.875,
test6,12,mcts,,,,1.0,8.0,0.125,
test6,12,expectimax,,,,7.0,8.0,0.875,
test6,12,softmax,,,,3.0,8.0,0.375,
test6,13,depth,14.0,True,,,,,
test6,13,monte_carlo,15.0,True,,,,,
test6,13,mcts,21.0,True,,,,,
test6,13,expectimax,8.0,True,,,,,
test6,13,softmax,7.0,True,,,,,
test6,13,ensemble,11.0,True,,,,,
test6,13,depth,,,,7.0,10.0,0.7,
test6,13,monte_carlo,,,,9.0,10.0,0.9,
test6,13,mcts,,,,3.0,10.0,0.3,
test6,13,expectimax,,,,5.0,10.0,0.5,
test6,13,softmax,,,,8.0,10.0,0.8,
test6,14,depth,8.0,True,,,,,
test6,14,monte_carlo,9.0,True,,,,,
test6,14,mcts,18.0,True,,,,,
test6,14,expectimax,10.0,True,,,,,
test6,14,softmax,10.0,True,,,,,
test6,14,ensemble,11.0,True,,,,,
test6,14,depth,,,,8.0,10.0,0.8,
test6,14,monte_carlo,,,,7.0,10.0,0.7,
test6,14,mcts,,,,4.0,10.0,0.4,
test6,14,expectimax,,,,8.0,10.0,0.8,
test6,14,softmax,,,,5.0,10.0,0.5,
test6,15,depth,10.0,True,,,,,
test6,15,monte_carlo,16.0,True,,,,,
test6,15,mcts,14.0,True,,,,,
test6,15,expectimax,9.0,True,,,,,
test6,15,softmax,10.0,True,,,,,
test6,15,ensemble,17.0,True,,,,,
test6,15,depth,,,,5.0,13.0,0.38461538461538464,
test6,15,monte_carlo,,,,10.0,13.0,0.7692307692307693,
test6,15,mcts,,,,1.0,13.0,0.07692307692307693,
test6,15,expectimax,,,,8.0,13.0,0.6153846153846154,
test6,15,softmax,,,,7.0,13.0,0.5384615384615384,
test6,16,depth,15.0,True,,,,,
test6,16,monte_carlo,16.0,True,,,,,
test6,16,mcts,15.0,True,,,,,
test6,16,expectimax,16.0,True,,,,,
test6,16,softmax,9.0,True,,,,,
test6,16,ensemble,17.0,True,,,,,
test6,16,depth,,,,9.0,14.0,0.6428571428571429,
test6,16,monte_carlo,,,,12.0,14.0,0.8571428571428571,
test6,16,mcts,,,,7.0,14.0,0.5,
test6,16,expectimax,,,,6.0,14.0,0.42857142857142855,
test6,16,softmax,,,,7.0,14.0,0.5,
test6,17,depth,12.0,True,,,,,
test6,17,monte_carlo,10.0,True,,,,,
test6,17,mcts,18.0,True,,,,,
test6,17,expectimax,15.0,True,,,,,
test6,17,softmax,18.0,True,,,,,
test6,17,ensemble,10.0,True,,,,,
test6,17,depth,,,,7.0,9.0,0.7777777777777778,
test6,17,monte_carlo,,,,8.0,9.0,0.8888888888888888,
test6,17,mcts,,,,3.0,9.0,0.3333333333333333,
test6,17,expectimax,,,,4.0,9.0,0.4444444444444444,
test6,17,softmax,,,,6.0,9.0,0.6666666666666666,
test6,18,depth,8.0,True,,,,,
test6,18,monte_carlo,18.0,True,,,,,
test6,18,mcts,14.0,True,,,,,
test6,18,expectimax,12.0,True,,,,,
test6,18,softmax,13.0,True,,,,,
test6,18,ensemble,7.0,True,,,,,
test6,18,depth,,,,3.0,6.0,0.5,
test6,18,monte_carlo,,,,5.0,6.0,0.8333333333333334,
test6,18,mcts,,,,2.0,6.0,0.3333333333333333,
test6,18,expectimax,,,,5.0,6.0,0.8333333333333334,
test6,18,softmax,,,,4.0,6.0,0.6666666666666666,
test6,19,depth,12.0,True,,,,,
test6,19,monte_carlo,16.0,True,,,,,
test6,19,mcts,13.0,True,,,,,
test6,19,expectimax,12.0,True,,,,,
test6,19,softmax,13.0,True,,,,,
test6,19,ensemble,14.0,True,,,,,
test6,19,depth,,,,4.0,8.0,0.5,
test6,19,monte_carlo,,,,7.0,8.0,0.875,
test6,19,mcts,,,,2.0,8.0,0.25,
test6,19,expectimax,,,,4.0,8.0,0.5,
test6,19,softmax,,,,5.0,8.0,0.625,
test6,20,depth,10.0,True,,,,,
test6,20,monte_carlo,9.0,True,,,,,
test6,20,mcts,9.0,True,,,,,
test6,20,expectimax,12.0,True,,,,,
test6,20,softmax,18.0,True,,,,,
test6,20,ensemble,14.0,True,,,,,
test6,20,depth,,,,7.0,12.0,0.5833333333333334,
test6,20,monte_carlo,,,,10.0,12.0,0.8333333333333334,
test6,20,mcts,,,,4.0,12.0,0.3333333333333333,
test6,20,expectimax,,,,9.0,12.0,0.75,
test6,20,softmax,,,,7.0,12.0,0.5833333333333334,
test7,1,depth,35.0,True,,,,,
test7,1,monte_carlo,28.0,True,,,,,
test7,1,mcts,37.0,True,,,,,
test7,1,expectimax,22.0,True,,,,,
test7,1,softmax,29.0,True,,,,,
test7,1,ensemble,34.0,True,,,,,
test7,1,depth,,,,24.0,29.0,0.8275862068965517,
test7,1,monte_carlo,,,,27.0,29.0,0.9310344827586207,
test7,1,mcts,,,,14.0,29.0,0.4827586206896552,
test7,1,expectimax,,,,26.0,29.0,0.896551724137931,
test7,1,softmax,,,,19.0,29.0,0.6551724137931034,
test7,2,depth,18.0,True,,,,,
test7,2,monte_carlo,25.0,True,,,,,
test7,2,mcts,19.0,True,,,,,
test7,2,expectimax,20.0,True,,,,,
test7,2,softmax,32.0,True,,,,,
test7,2,ensemble,4.0,False,,,,,
test7,2,depth,,,,3.0,4.0,0.75,
test7,2,monte_carlo,,,,4.0,4.0,1.0,
test7,2,mcts,,,,1.0,4.0,0.25,
test7,2,expectimax,,,,3.0,4.0,0.75,
test7,2,softmax,,,,1.0,4.0,0.25,
test7,3,depth,24.0,True,,,,,
test7,3,monte_carlo,28.0,True,,,,,
test7,3,mcts,19.0,True,,,,,
test7,3,expectimax,19.0,True,,,,,
test7,3,softmax,4.0,False,,,,,
test7,3,ensemble,14.0,True,,,,,
test7,3,depth,,,,14.0,14.0,1.0,
test7,3,monte_carlo,,,,13.0,14.0,0.9285714285714286,
test7,3,mcts,,,,7.0,14.0,0.5,
test7,3,expectimax,,,,11.0,14.0,0.7857142857142857,
test7,3,softmax,,,,10.0,14.0,0.7142857142857143,
test7,4,depth,30.0,True,,,,,
test7,4,monte_carlo,20.0,True,,,,,
test7,4,mcts,21.0,True,,,,,
test7,4,expectimax,4.0,False,,,,,
test7,4,softmax,25.0,True,,,,,
test7,4,ensemble,19.0,True,,,,,
test7,4,depth,,,,17.0,18.0,0.9444444444444444,
test7,4,monte_carlo,,,,17.0,18.0,0.9444444444444444,
test7,4,mcts,,,,11.0,18.0,0.6111111111111112,
test7,4,expectimax,,,,13.0,18.0,0.7222222222222222,
test7,4,softmax,,,,13.0,18.0,0.7222222222222222,
test7,5,depth,23.0,True,,,,,
test7,5,monte_carlo,40.0,True,,,,,
test7,5,mcts,34.0,True,,,,,
test7,5,expectimax,19.0,True,,,,,
test7,5,softmax,22.0,True,,,,,
test7,5,ensemble,24.0,True,,,,,
test7,5,depth,,,,18.0,23.0,0.782608695652174,
test7,5,monte_carlo,,,,18.0,23.0,0.782608695652174,
test7,5,mcts,,,,16.0,23.0,0.6956521739130435,
test7,5,expectimax,,,,19.0,23.0,0.8260869565217391,
test7,5,softmax,,,,17.0,23.0,0.7391304347826086,
test7,6,depth,18.0,True,,,,,
test7,6,monte_carlo,32.0,True,,,,,
test7,6,mcts,29.0,True,,,,,
test7,6,expectimax,16.0,True,,,,,
test7,6,softmax,19.0,True,,,,,
test7,6,ensemble,22.0,True,,,,,
test7,6,depth,,,,14.0,19.0,0.7368421052631579,
test7,6,monte_carlo,,,,18.0,19.0,0.9473684210526315,
test7,6,mcts,,,,15.0,19.0,0.7894736842105263,
test7,6,expectimax,,,,17.0,19.0,0.8947368421052632,
test7,6,softmax,,,,16.0,19.0,0.8421052631578947,
test7,7,depth,30.0,True,,,,,
test7,7,monte_carlo,26.0,True,,,,,
test7,7,mcts,7.0,False,,,,,
test7,7,expectimax,30.0,True,,,,,
test7,7,softmax,34.0,True,,,,,
test7,7,ensemble,18.0,True,,,,,
test7,7,depth,,,,16.0,18.0,0.8888888888888888,
test7,7,monte_carlo,,,,15.0,18.0,0.8333333333333334,
test7,7,mcts,,,,17.0,18.0,0.9444444444444444,
test7,7,expectimax,,,,16.0,18.0,0.8888888888888888,
test7,7,softmax,,,,16.0,18.0,0.8888888888888888,
test7,8,depth,2.0,False,,,,,
test7,8,monte_carlo,14.0,True,,,,,
test7,8,mcts,19.0,True,,,,,
test7,8,expectimax,53.0,False,,,,,
test7,8,softmax,27.0,True,,,,,
test7,8,ensemble,53.0,False,,,,,
test7,8,depth,,,,43.0,47.0,0.9148936170212766,
test7,8,monte_carlo,,,,44.0,47.0,0.9361702127659575,
test7,8,mcts,,,,17.0,47.0,0.3617021276595745,
test7,8,expectimax,,,,41.0,47.0,0.8723404255319149,
test7,8,softmax,,,,21.0,47.0,0.44680851063829785,
test7,9,depth,20.0,True,,,,,
test7,9,monte_carlo,32.0,True,,,,,
test7,9,mcts,3.0,False,,,,,
test7,9,expectimax,19.0,True,,,,,
test7,9,softmax,16.0,True,,,,,
test7,9,ensemble,33.0,True,,,,,
test7,9,depth,,,,29.0,32.0,0.90625,
test7,9,monte_carlo,,,,29.0,32.0,0.90625,
test7,9,mcts,,,,18.0,32.0,0.5625,
test7,9,expectimax,,,,31.0,32.0,0.96875,
test7,9,softmax,,,,26.0,32.0,0.8125,
test7,10,depth,15.0,True,,,,,
test7,10,monte_carlo,24.0,True,,,,,
test7,10,mcts,32.0,True,,,,,
test7,10,expectimax,35.0,True,,,,,
test7,10,softmax,21.0,True,,,,,
test7,10,ensemble,31.0,True,,,,,
test7,10,depth,,,,19.0,24.0,0.7916666666666666,
test7,10,monte_carlo,,,,22.0,24.0,0.9166666666666666,
test7,10,mcts,,,,11.0,24.0,0.4583333333333333,
test7,10,expectimax,,,,20.0,24.0,0.8333333333333334,
test7,10,softmax,,,,17.0,24.0,0.7083333333333334,
test7,11,depth,17.0,True,,,,,
test7,11,monte_carlo,21.0,True,,,,,
test7,11,mcts,24.0,True,,,,,
test7,11,expectimax,24.0,True,,,,,
test7,11,softmax,14.0,True,,,,,
test7,11,ensemble,23.0,True,,,,,
test7,11,depth,,,,19.0,21.0,0.9047619047619048,
test7,11,monte_carlo,,,,20.0,21.0,0.9523809523809523,
test7,11,mcts,,,,13.0,21.0,0.6190476190476191,
test7,11,expectimax,,,,14.0,21.0,0.6666666666666666,
test7,11,softmax,,,,16.0,21.0,0.7619047619047619,
test7,12,depth,28.0,True,,,,,
test7,12,monte_carlo,24.0,True,,,,,
test7,12,mcts,33.0,True,,,,,
test7,12,expectimax,23.0,True,,,,,
test7,12,softmax,31.0,True,,,,,
test7,12,ensemble,27.0,True,,,,,
test7,12,depth,,,,22.0,24.0,0.9166666666666666,
test7,12,monte_carlo,,,,19.0,24.0,0.7916666666666666,
test7,12,mcts,,,,17.0,24.0,0.7083333333333334,
test7,12,expectimax,,,,19.0,24.0,0.7916666666666666,
test7,12,softmax,,,,16.0,24.0,0.6666666666666666,
test7,13,depth,25.0,True,,,,,
test7,13,monte_carlo,42.0,True,,,,,
test7,13,mcts,2.0,False,,,,,
test7,13,expectimax,24.0,True,,,,,
test7,13,softmax,53.0,False,,,,,
test7,13,ensemble,28.0,True,,,,,
test7,13,depth,,,,19.0,26.0,0.7307692307692307,
test7,13,monte_carlo,,,,24.0,26.0,0.9230769230769231,
test7,13,mcts,,,,13.0,26.0,0.5,
test7,13,expectimax,,,,25.0,26.0,0.9615384615384616,
test7,13,softmax,,,,17.0,26.0,0.6538461538461539,
test7,14,depth,2.0,False,,,,,
test7,14,monte_carlo,18.0,True,,,,,
test7,14,mcts,27.0,True,,,,,
test7,14,expectimax,18.0,True,,,,,
test7,14,softmax,36.0,True,,,,,
test7,14,ensemble,28.0,True,,,,,
test7,14,depth,,,,20.0,26.0,0.7692307692307693,
test7,14,monte_carlo,,,,21.0,26.0,0.8076923076923077,
test7,14,mcts,,,,12.0,26.0,0.46153846153846156,
test7,14,expectimax,,,,19.0,26.0,0.7307692307692307,
test7,14,softmax,,,,13.0,26.0,0.5,
test7,15,depth,25.0,True,,,,,
test7,15,monte_carlo,53.0,False,,,,,
test7,15,mcts,20.0,True,,,,,
test7,15,expectimax,18.0,True,,,,,
test7,15,softmax,2.0,False,,,,,
test7,15,ensemble,21.0,True,,,,,
test7,15,depth,,,,12.0,15.0,0.8,
test7,15,monte_carlo,,,,15.0,15.0,1.0,
test7,15,mcts,,,,6.0,15.0,0.4,
test7,15,expectimax,,,,12.0,15.0,0.8,
test7,15,softmax,,,,13.0,15.0,0.8666666666666667,
test7,16,depth,28.0,True,,,,,
test7,16,monte_carlo,20.0,True,,,,,
test7,16,mcts,12.0,True,,,,,
test7,16,expectimax,21.0,True,,,,,
test7,16,softmax,26.0,True,,,,,
test7,16,ensemble,21.0,True,,,,,
test7,16,depth,,,,14.0,19.0,0.7368421052631579,
test7,16,monte_carlo,,,,17.0,19.0,0.8947368421052632,
test7,16,mcts,,,,10.0,19.0,0.5263157894736842,
test7,16,expectimax,,,,18.0,19.0,0.9473684210526315,
test7,16,softmax,,,,15.0,19.0,0.7894736842105263,
test7,17,depth,26.0,True,,,,,
test7,17,monte_carlo,29.0,True,,,,,
test7,17,mcts,2.0,False,,,,,
test7,17,expectimax,20.0,True,,,,,
test7,17,softmax,3.0,False,,,,,
test7,17,ensemble,14.0,True,,,,,
test7,17,depth,,,,11.0,11.0,1.0,
test7,17,monte_carlo,,,,10.0,11.0,0.9090909090909091,
test7,17,mcts,,,,8.0,11.0,0.7272727272727273,
test7,17,expectimax,,,,9.0,11.0,0.8181818181818182,
test7,17,softmax,,,,10.0,11.0,0.9090909090909091,
test7,18,depth,3.0,False,,,,,
test7,18,monte_carlo,23.0,True,,,,,
test7,18,mcts,24.0,True,,,,,
test7,18,expectimax,27.0,True,,,,,
test7,18,softmax,19.0,True,,,,,
test7,18,ensemble,16.0,True,,,,,
test7,18,depth,,,,11.0,15.0,0.7333333333333333,
test7,18,monte_carlo,,,,11.0,15.0,0.7333333333333333,
test7,18,mcts,,,,8.0,15.0,0.5333333333333333,
test7,18,expectimax,,,,12.0,15.0,0.8,
test7,18,softmax,,,,13.0,15.0,0.8666666666666667,
test7,19,depth,19.0,True,,,,,
test7,19,monte_carlo,30.0,True,,,,,
test7,19,mcts,4.0,False,,,,,
test7,19,expectimax,28.0,True,,,,,
test7,19,softmax,28.0,True,,,,,
test7,19,ensemble,20.0,True,,,,,
test7,19,depth,,,,16.0,20.0,0.8,
test7,19,monte_carlo,,,,17.0,20.0,0.85,
test7,19,mcts,,,,10.0,20.0,0.5,
test7,19,expectimax,,,,19.0,20.0,0.95,
test7,19,softmax,,,,13.0,20.0,0.65,
test7,20,depth,22.0,True,,,,,
test7,20,monte_carlo,31.0,True,,,,,
test7,20,mcts,22.0,True,,,,,
test7,20,expectimax,42.0,True,,,,,
test7,20,softmax,19.0,True,,,,,
test7,20,ensemble,28.0,True,,,,,
test7,20,depth,,,,17.0,26.0,0.6538461538461539,
test7,20,monte_carlo,,,,21.0,26.0,0.8076923076923077,
test7,20,mcts,,,,16.0,26.0,0.6153846153846154,
test7,20,expectimax,,,,20.0,26.0,0.7692307692307693,
test7,20,softmax,,,,21.0,26.0,0.8076923076923077,
test8,1,depth,5.0,True,,,,,
test8,1,monte_carlo,29.0,True,,,,,
test8,1,mcts,3.0,True,,,,,
test8,1,expectimax,5.0,True,,,,,
test8,1,softmax,7.0,True,,,,,
test8,1,ensemble,4.0,True,,,,,
test8,1,depth,,,,4.0,4.0,1.0,
test8,1,monte_carlo,,,,3.0,4.0,0.75,
test8,1,mcts,,,,1.0,4.0,0.25,
test8,1,expectimax,,,,3.0,4.0,0.75,
test8,1,softmax,,,,2.0,4.0,0.5,
test8,2,depth,7.0,True,,,,,
test8,2,monte_carlo,3.0,True,,,,,
test8,2,mcts,6.0,True,,,,,
test8,2,expectimax,6.0,True,,,,,
test8,2,softmax,23.0,True,,,,,
test8,2,ensemble,5.0,True,,,,,
test8,2,depth,,,,5.0,5.0,1.0,
test8,2,monte_carlo,,,,5.0,5.0,1.0,
test8,2,mcts,,,,2.0,5.0,0.4,
test8,2,expectimax,,,,4.0,5.0,0.8,
test8,2,softmax,,,,3.0,5.0,0.6,
test8,3,depth,5.0,True,,,,,
test8,3,monte_carlo,17.0,True,,,,,
test8,3,mcts,3.0,True,,,,,
test8,3,expectimax,4.0,True,,,,,
test8,3,softmax,12.0,True,,,,,
test8,3,ensemble,4.0,True,,,,,
test8,3,depth,,,,3.0,4.0,0.75,
test8,3,monte_carlo,,,,3.0,4.0,0.75,
test8,3,mcts,,,,3.0,4.0,0.75,
test8,3,expectimax,,,,3.0,4.0,0.75,
test8,3,softmax,,,,4.0,4.0,1.0,
test8,4,depth,22.0,True,,,,,
test8,4,monte_carlo,14.0,True,,,,,
test8,4,mcts,3.0,True,,,,,
test8,4,expectimax,11.0,True,,,,,
test8,4,softmax,9.0,True,,,,,
test8,4,ensemble,7.0,True,,,,,
test8,4,depth,,,,4.0,6.0,0.6666666666666666,
test8,4,monte_carlo,,,,6.0,6.0,1.0,
test8,4,mcts,,,,3.0,6.0,0.5,
test8,4,expectimax,,,,5.0,6.0,0.8333333333333334,
test8,4,softmax,,,,5.0,6.0,0.8333333333333334,
test8,5,depth,5.0,True,,,,,
test8,5,monte_carlo,24.0,True,,,,,
test8,5,mcts,3.0,True,,,,,
test8,5,expectimax,4.0,True,,,,,
test8,5,softmax,14.0,True,,,,,
test8,5,ensemble,7.0,True,,,,,
test8,5,depth,,,,7.0,7.0,1.0,
test8,5,monte_carlo,,,,6.0,7.0,0.8571428571428571,
test8,5,mcts,,,,4.0,7.0,0.5714285714285714,
test8,5,expectimax,,,,7.0,7.0,1.0,
test8,5,softmax,,,,4.0,7.0,0.5714285714285714,
test8,6,depth,5.0,True,,,,,
test8,6,monte_carlo,5.0,True,,,,,
test8,6,mcts,3.0,True,,,,,
test8,6,expectimax,32.0,True,,,,,
test8,6,softmax,47.0,False,,,,,
test8,6,ensemble,3.0,True,,,,,
test8,6,depth,,,,3.0,3.0,1.0,
test8,6,monte_carlo,,,,3.0,3.0,1.0,
test8,6,mcts,,,,1.0,3.0,0.3333333333333333,
test8,6,expectimax,,,,3.0,3.0,1.0,
test8,6,softmax,,,,3.0,3.0,1.0,
test8,7,depth,4.0,True,,,,,
test8,7,monte_carlo,5.0,True,,,,,
test8,7,mcts,3.0,True,,,,,
test8,7,expectimax,13.0,True,,,,,
test8,7,softmax,7.0,True,,,,,
test8,7,ensemble,5.0,True,,,,,
test8,7,depth,,,,4.0,5.0,0.8,
test8,7,monte_carlo,,,,5.0,5.0,1.0,
test8,7,mcts,,,,3.0,5.0,0.6,
test8,7,expectimax,,,,5.0,5.0,1.0,
test8,7,softmax,,,,4.0,5.0,0.8,
test8,8,depth,5.0,True,,,,,
test8,8,monte_carlo,6.0,True,,,,,
test8,8,mcts,3.0,True,,,,,
test8,8,expectimax,7.0,True,,,,,
test8,8,softmax,9.0,True,,,,,
test8,8,ensemble,9.0,True,,,,,
test8,8,depth,,,,6.0,7.0,0.8571428571428571,
test8,8,monte_carlo,,,,6.0,7.0,0.8571428571428571,
test8,8,mcts,,,,2.0,7.0,0.2857142857142857,
test8,8,expectimax,,,,5.0,7.0,0.7142857142857143,
test8,8,softmax,,,,5.0,7.0,0.7142857142857143,
test8,9,depth,3.0,True,,,,,
test8,9,monte_carlo,11.0,True,,,,,
test8,9,mcts,3.0,True,,,,,
test8,9,expectimax,11.0,True,,,,,
test8,9,softmax,6.0,True,,,,,
test8,9,ensemble,8.0,True,,,,,
test8,9,depth,,,,7.0,7.0,1.0,
test8,9,monte_carlo,,,,6.0,7.0,0.8571428571428571,
test8,9,mcts,,,,4.0,7.0,0.5714285714285714,
test8,9,expectimax,,,,7.0,7.0,1.0,
test8,9,softmax,,,,5.0,7.0,0.7142857142857143,
test8,10,depth,4.0,True,,,,,
test8,10,monte_carlo,9.0,True,,,,,
test8,10,mcts,3.0,True,,,,,
test8,10,expectimax,5.0,True,,,,,
test8,10,softmax,9.0,True,,,,,
test8,10,ensemble,9.0,True,,,,,
test8,10,depth,,,,8.0,8.0,1.0,
test8,10,monte_carlo,,,,8.0,8.0,1.0,
test8,10,mcts,,,,2.0,8.0,0.25,
test8,10,expectimax,,,,5.0,8.0,0.625,
test8,10,softmax,,,,4.0,8.0,0.5,
test8,11,depth,7.0,True,,,,,
test8,11,monte_carlo,27.0,True,,,,,
test8,11,mcts,3.0,True,,,,,
test8,11,expectimax,3.0,True,,,,,
test8,11,softmax,17.0,True,,,,,
test8,11,ensemble,9.0,True,,,,,
test8,11,depth,,,,7.0,9.0,0.7777777777777778,
test8,11,monte_carlo,,,,9.0,9.0,1.0,
test8,11,mcts,,,,2.0,9.0,0.2222222222222222,
test8,11,expectimax,,,,9.0,9.0,1.0,
test8,11,softmax,,,,5.0,9.0,0.5555555555555556,
test8,12,depth,10.0,True,,,,,
test8,12,monte_carlo,6.0,True,,,,,
test8,12,mcts,6.0,True,,,,,
test8,12,expectimax,4.0,True,,,,,
test8,12,softmax,17.0,True,,,,,
test8,12,ensemble,5.0,True,,,,,
